V1,V2,V3,V4,V5,V7,V8,V9,V10,intro1,consent,intro2,salience,multilat1,multilat2,abe,party,interest,screentime1_1,screentime1_2,screentime1_3,screentime1_4,screener_1,screener_2,screener_3,screener_4,screener_5,prompt,txhxs.time_1,txhxs.time_2,txhxs.time_3,txhxs.time_4,txhxs,txfxs.time_1,txfxs.time_2,txfxs.time_3,txfxs.time_4,txfxs,cxhxs.time_1,cxhxs.time_2,cxhxs.time_3,cxhxs.time_4,cxhxs,cxfxs.time_1,cxfxs.time_2,cxfxs.time_3,cxfxs.time_4,cxfxs,txhxe.time_1,txhxe.time_2,txhxe.time_3,txhxe.time_4,txhxe,txfxe.time_1,txfxe.time_2,txfxe.time_3,txfxe.time_4,txfxe,cxhxe.time_1,cxhxe.time_2,cxhxe.time_3,cxhxe.time_4,cxhxe,cxfxe.time_1,cxfxe.time_2,cxfxe.time_3,cxfxe.time_4,cxfxe,countryfav,policyfav,peoplefav,trumpfav,intro3,age,sex,area,education,income,comment
R_C3T0JfrbaAHAgNz,Default Response Set,Anonymous,NA,NA,0,2017-05-01 05:18:43,2017-05-01 05:21:08,1,1,1,1,1,2,2,2,7,2,21.902,22.868,24.516,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,14.569,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,1,2,1,4,5,3,
R_uqWlsc0ebzQZTnH,Default Response Set,Anonymous,NA,NA,0,2017-05-01 05:21:06,2017-05-01 05:24:26,1,1,1,1,2,4,2,2,7,5,9.531,11.923,12.795,4,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,26.417,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,4,1,1,2,3,5,4,日米関係について改めて考えさせられました。
R_12A2X4ynU8aMp8W,Default Response Set,Anonymous,NA,NA,0,2017-05-01 05:27:41,2017-05-01 05:30:57,1,1,1,1,1,2,3,3,7,3,25.886,32.715,33.651,5,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.888,5.434,6.541,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,1,3,1,3,3,3,
R_3P4D3gqZd74ISTa,Default Response Set,Anonymous,NA,NA,0,2017-05-01 05:27:56,2017-05-01 05:31:14,1,1,1,1,5,1,2,5,7,4,20.574,20.574,21.391,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,11.259,0,1,NA,NA,NA,NA,NA,2,4,3,5,1,3,1,6,5,2,
R_W7DgudhfGJ8yglH,Default Response Set,Anonymous,NA,NA,0,2017-05-01 05:28:42,2017-05-01 05:31:21,1,1,1,1,2,1,2,2,7,4,26.057,27.469,29.939,4,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.994,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,4,1,1,2,9,4,2,
R_2wGoEOZHKvaRcqm,Default Response Set,Anonymous,NA,NA,0,2017-05-01 05:31:36,2017-05-01 05:36:25,1,1,1,1,5,1,2,2,5,4,13.474,83.214,84.547,9,1,NA,1,NA,NA,1,0,0,15.074,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,5,1,4,2,6,3,2,
R_1n2gBf0DRjKCu95,Default Response Set,Anonymous,NA,NA,0,2017-05-01 05:37:45,2017-05-01 05:41:45,1,1,1,1,1,2,2,2,2,5,22.39,23.366,38.981,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,19.742,0,1,2,3,2,4,1,4,1,6,5,3,
R_238cQNHphCEHGUx,Default Response Set,Anonymous,NA,NA,0,2017-05-01 05:39:17,2017-05-01 05:42:26,1,1,1,1,5,2,2,3,7,4,21.678,62.943,65.929,6,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.582,4.582,25.512,1,1,NA,NA,NA,NA,NA,4,4,2,5,1,2,2,6,3,2,
R_DqTqMeEV8Fcfbz3,Default Response Set,Anonymous,NA,NA,0,2017-05-01 05:37:27,2017-05-01 05:43:17,1,1,1,1,2,1,2,1,7,4,32.964,54.299,55.105,8,1,NA,1,NA,NA,1,0,0,36.769,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,5,1,2,2,9,5,1,
R_2Yb2rUDa0hmZrkm,Default Response Set,Anonymous,NA,NA,0,2017-05-01 05:42:56,2017-05-01 05:45:56,1,1,1,1,1,2,1,2,7,5,20.627,24.31,24.954,4,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,22.376,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,3,1,1,2,2,4,2,
R_1GTDNmFIY6D2VhW,Default Response Set,Anonymous,NA,NA,0,2017-05-01 05:40:28,2017-05-01 05:46:16,1,1,1,1,5,1,1,1,3,1,62.775,62.775,63.411,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,18.948,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,1,4,1,8,2,2,
R_3oY1s2vTPRaXsCq,Default Response Set,Anonymous,NA,NA,0,2017-05-01 05:43:58,2017-05-01 05:47:24,1,1,1,1,5,1,2,2,7,4,5.795,5.795,6.876,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,29.278,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,4,1,5,3,5,トランプ大統領になって、世界やアメリカがどうなるのか、楽しみにしている。
R_cZ4uQtUujkTLlw5,Default Response Set,Anonymous,NA,NA,0,2017-05-01 05:44:56,2017-05-01 05:48:25,1,1,1,1,2,2,3,4,7,3,11.688,21.407,23.242,4,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.604,3.088,9.17,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,1,2,2,3,5,2,
R_2XbaGROw3zfqzaG,Default Response Set,Anonymous,NA,NA,0,2017-05-01 05:34:51,2017-05-01 05:51:35,1,1,1,1,1,2,2,4,7,4,11.291,11.291,14.806,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,19.601,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,5,1,3,2,6,3,1,私も全体的に日本人の間ではアメリカという国や人やトランプ大統領がどう認識されているのか知りたいです。
R_3PgCDg4XFqDaSvj,Default Response Set,Anonymous,NA,NA,0,2017-05-01 05:44:26,2017-05-01 05:52:54,1,1,1,1,5,1,2,2,1,4,2.982,16.051,16.924,8,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.775,3.088,19.955,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,4,1,2,5,3,
R_1rPwNwG3lTQHy0w,Default Response Set,Anonymous,NA,NA,0,2017-05-01 05:50:54,2017-05-01 05:53:24,1,1,1,1,1,2,1,1,1,5,11.733,22.247,24.199,4,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,17.755,0,1,2,1,1,2,1,1,1,3,5,1,
R_24oqGUs2lBeE4Sc,Default Response Set,Anonymous,NA,NA,0,2017-05-01 05:52:06,2017-05-01 05:57:52,1,1,1,1,5,1,1,3,7,4,58.116,61.587,62.63,3,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,14.133,0,1,3,4,2,3,1,3,2,4,3,2,
R_vCPjtMP3oApTHEt,Default Response Set,Anonymous,NA,NA,0,2017-05-01 05:53:25,2017-05-01 05:57:57,1,1,1,1,5,2,2,2,7,5,6.812,44.797,46.389,8,NA,NA,1,NA,NA,1,0,0,22.385,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,1,4,2,3,2,3,
R_1QxB8MaZUt7cWMW,Default Response Set,Anonymous,NA,NA,0,2017-05-01 05:53:27,2017-05-01 05:58:59,1,1,1,1,2,2,3,2,7,2,24.31,111.802,112.41,9,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,21.59,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,1,2,2,6,3,3,
R_w6NpFOnTm1IshCp,Default Response Set,Anonymous,NA,NA,0,2017-05-01 05:54:47,2017-05-01 06:01:11,1,1,1,1,5,1,1,2,1,4,3.69,40.731,42.276,9,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,72.608,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,5,1,2,2,3,5,3,
R_3kGHUVmuMntHYhJ,Default Response Set,Anonymous,NA,NA,0,2017-05-01 06:03:40,2017-05-01 06:06:42,1,1,1,1,5,2,2,2,1,4,34.664,36.488,38.153,4,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9.626,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,4,1,5,2,5,3,3,
R_3qV8fYQ9wBfGOa7,Default Response Set,Anonymous,NA,NA,0,2017-05-01 06:03:54,2017-05-01 06:07:18,1,1,1,1,5,2,2,3,7,2,23.229,28.842,32.449,3,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,20.515,0,1,NA,NA,NA,NA,NA,2,4,4,5,1,2,2,3,4,2,
R_1OP4qTt3fW2W0u6,Default Response Set,Anonymous,NA,NA,0,2017-05-01 06:07:08,2017-05-01 06:09:40,1,1,1,1,2,1,2,3,1,4,7.326,10.521,11.831,2,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9.307,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,1,2,2,6,2,3,
R_3qeXHIlZx0obSVc,Default Response Set,Anonymous,NA,NA,0,2017-04-29 18:07:05,2017-05-01 06:09:59,1,1,1,1,1,3,1,2,1,4,1.905,3.418,3.9,4,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,8.513,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,4,1,2,2,4,5,3,
R_2ScqOaS6KqtOpJy,Default Response Set,Anonymous,NA,NA,0,2017-05-01 06:02:15,2017-05-01 06:13:08,1,1,1,1,6,2,3,3,7,4,13.378,15.392,18.838,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,37.119,0,1,2,3,2,3,1,4,1,4,2,1,
R_3DevkgBZCLiOCta,Default Response Set,Anonymous,NA,NA,0,2017-05-01 06:11:14,2017-05-01 06:16:54,1,1,1,1,2,2,3,4,7,4,14.247,15.419,16.854,2,1,NA,1,NA,NA,1,0,0,14.74,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,5,1,3,2,3,2,4,戦争がなくなる日がくることを願っています。
R_27xReLPw0MUuSCe,Default Response Set,Anonymous,NA,NA,0,2017-05-01 06:14:30,2017-05-01 06:17:05,1,1,1,1,2,1,1,1,1,5,13.952,13.952,16.698,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9.493,0,1,NA,NA,NA,NA,NA,2,5,1,5,1,2,2,7,5,3,最近のトランプ大統領は大人しくなったなと感じています。
R_Tpysld5wHJ7ooJX,Default Response Set,Anonymous,NA,NA,0,2017-05-01 06:10:07,2017-05-01 06:17:13,1,1,1,1,5,2,1,1,1,4,11.136,58.623,59.672,13,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15.371,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,4,1,2,1,5,2,3,
R_3RrRcPdBhmYdSOs,Default Response Set,Anonymous,NA,NA,0,2017-05-01 06:19:23,2017-05-01 06:23:30,1,1,1,1,5,2,3,3,7,5,36.659,43.691,46.543,7,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,14.558,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,5,1,2,1,3,3,3,
R_3DinbC6ZNnk7zbP,Default Response Set,Anonymous,NA,NA,0,2017-05-01 06:19:46,2017-05-01 06:23:38,1,1,1,1,2,2,2,2,1,4,24.184,25.198,32.493,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,40.458,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,1,3,1,7,5,3,
R_1n6ZmbHHWsPi6AK,Default Response Set,Anonymous,NA,NA,0,2017-05-01 06:26:08,2017-05-01 06:27:07,1,1,1,1,5,1,2,1,1,4,1.156,2.145,2.195,4,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6.834,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,2,2,2,5,2,
R_26fGHMbQS5eyJPd,Default Response Set,Anonymous,NA,NA,0,2017-05-01 06:18:57,2017-05-01 06:27:30,1,1,1,1,5,3,2,2,1,4,45.193,46.233,55.692,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,20.259,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,1,3,1,3,5,5,
R_1qf9DkjpRUyGfuu,Default Response Set,Anonymous,NA,NA,0,2017-05-01 06:24:16,2017-05-01 06:33:54,1,1,1,1,2,3,4,5,7,5,69.584,70.334,83.134,4,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,39.352,0,1,3,5,1,5,1,3,2,4,2,3,
R_3g7ebkhP5ojFdLj,Default Response Set,Anonymous,NA,NA,0,2017-05-01 06:30:29,2017-05-01 06:34:08,1,1,1,1,5,1,1,5,1,5,24.005,24.005,30.94,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.956,15.611,16.355,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,5,1,4,2,2,5,3,
R_3kq9uBYOIxYfGB5,Default Response Set,Anonymous,NA,NA,0,2017-05-01 06:30:15,2017-05-01 06:34:16,1,1,1,1,1,2,2,3,7,4,9.248,56.719,59.67,8,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,22.61,0,1,NA,NA,NA,NA,NA,3,4,3,4,1,4,1,3,3,2,
R_2TCbOb3RHccNsDP,Default Response Set,Anonymous,NA,NA,0,2017-05-01 06:30:46,2017-05-01 06:36:49,1,1,1,1,1,3,2,3,7,4,2.596,63.33,70.984,5,1,NA,1,NA,NA,1,0,0,17.684,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,4,1,3,2,5,4,2,
R_XjkablKh2Bi58MV,Default Response Set,Anonymous,NA,NA,0,2017-05-01 06:33:28,2017-05-01 06:37:11,1,1,1,1,5,2,5,5,4,5,16.314,17.231,24.899,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15.312,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,5,1,3,1,6,2,3,
R_ByTavEpYmi1Obux,Default Response Set,Anonymous,NA,NA,0,2017-05-01 06:31:33,2017-05-01 06:37:15,1,1,1,1,5,1,3,2,7,4,37.885,42.086,49.426,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,38.228,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,1,4,2,3,5,2,こういった調査であれば、今後もぜひ参加させていただきたいと思います。 / どうぞよろしくお願いいたします。
R_3ssjIXNPkRex9N1,Default Response Set,Anonymous,NA,NA,0,2017-05-01 06:36:29,2017-05-01 06:38:23,1,1,1,1,1,1,2,1,1,5,3.365,6.852,7.593,6,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.388,6.388,6.863,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,1,3,2,2,5,2,
R_3iqVdkKp4cQAsix,Default Response Set,Anonymous,NA,NA,0,2017-05-01 06:35:18,2017-05-01 06:39:13,1,1,1,1,5,2,2,1,1,5,13.723,13.723,14.717,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,11.852,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,1,4,2,7,5,3,質問させてください。 / 収入によって、日米関係について考え方が違うのでしょうか？どの新聞を読むかで、変わることはあるとは、思いますが…。
R_1jTHi5QeaYs7W0p,Default Response Set,Anonymous,NA,NA,0,2017-05-01 06:36:36,2017-05-01 06:40:28,1,1,1,1,1,2,3,3,7,4,22.594,34.528,35.434,7,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,18.716,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,1,2,2,6,4,5,特にありません。
R_3LZkw1YiZmPr0BL,Default Response Set,Anonymous,NA,NA,0,2017-05-01 06:42:17,2017-05-01 06:43:34,1,1,1,1,3,2,1,2,3,4,1.235,2.19,2.946,4,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8.126,0,1,1,2,2,1,1,2,2,1,5,2,
R_WkdjP7kyGgX020p,Default Response Set,Anonymous,NA,NA,0,2017-05-01 06:42:16,2017-05-01 06:44:48,1,1,1,1,2,1,1,2,2,4,2.951,2.951,7.277,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6.513,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,1,4,1,9,5,1,
R_1H2I07CUmgwwjUJ,Default Response Set,Anonymous,NA,NA,0,2017-05-01 06:39:56,2017-05-01 06:45:13,1,1,1,1,4,1,2,2,1,5,19.854,19.854,22.352,1,1,NA,NA,NA,NA,1,0,0,13.251,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,1,1,1,5,2,4,
R_2VrNstzssbRNExV,Default Response Set,Anonymous,NA,NA,0,2017-05-01 06:41:57,2017-05-01 06:46:22,1,1,1,1,2,2,2,2,1,4,12.278,66.945,69.077,9,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.611,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,5,1,3,2,4,4,1,
R_tPqzxiniTYUxNEB,Default Response Set,Anonymous,NA,NA,0,2017-05-01 06:43:22,2017-05-01 06:46:28,1,1,1,1,5,2,2,1,7,5,7.545,29.716,31.73,7,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,21.542,0,1,NA,NA,NA,NA,NA,2,3,2,4,1,3,2,5,4,3,
R_1DGzxgSsgYh49XD,Default Response Set,Anonymous,NA,NA,0,2017-05-01 06:45:13,2017-05-01 06:49:13,1,1,1,1,2,3,2,4,7,4,39.599,39.599,41.088,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,26.833,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,2,1,1,1,4,5,4,
R_UQlv7ddScGZxpi9,Default Response Set,Anonymous,NA,NA,0,2017-05-01 06:47:10,2017-05-01 06:50:15,1,1,1,1,2,1,3,2,7,5,24.909,34.387,35.242,4,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,11.009,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,2,1,1,2,2,4,7,
R_2pLkPgXuWUGI3pi,Default Response Set,Anonymous,NA,NA,0,2017-05-01 06:47:32,2017-05-01 06:50:36,1,1,1,1,2,1,1,3,7,5,34.049,34.767,36.174,4,1,NA,1,NA,NA,1,0,0,8.856,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,5,1,3,2,2,5,2,
R_wNQZIfnwKvfKzvz,Default Response Set,Anonymous,NA,NA,0,2017-05-01 06:46:22,2017-05-01 06:50:49,1,1,1,1,5,1,2,2,7,5,67.742,69.114,71.97,3,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,25.514,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,4,1,3,2,9,4,2,
R_yKHC3HlVtSzGCbL,Default Response Set,Anonymous,NA,NA,0,2017-05-01 06:48:26,2017-05-01 06:52:53,1,1,1,1,5,2,2,3,7,4,32.393,38.533,56.618,8,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,39.435,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,1,4,1,5,5,4,
R_BEdGqg0Sg9Ws8zn,Default Response Set,Anonymous,NA,NA,0,2017-05-01 06:52:20,2017-05-01 06:54:57,1,1,1,1,5,2,2,2,7,5,38.951,46.692,51.733,2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,0,0,16.657,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1,1,1,4,1,
